PdfFileName,OpenFileTS, StartCheckTS, EndCheckTS, CheckTime(ms), TotalTime(ms), 
A Permissioned Blockchain based Access Control System for IOT.pdf,1594455728523.6729,1594455728659.16,1594455728888.1628,229.0029525756836,364.4900321960449
A Platform-independent| Generic-purpose| and Blockchain-based Supply Chain Tracking.pdf,1594455731050.4883,1594455731066.1633,1594455731104.9285,38.76519203186035,54.44025993347168
A Privacy-Aware PKI System Based on Permissioned Blockchains.pdf,1594455733281.293,1594455733357.8933,1594455733689.858,331.96473121643066,408.5650444030762
A Privacy-Preserving Voting Protocol on Blockchain.pdf,1594455735795.2964,1594455735984.0059,1594455736259.0076,275.00152587890625,463.7110233306885
A Proposal for Account Recovery in Decentralized Applications.pdf,1594455738404.5693,1594455738510.8794,1594455738713.8438,202.96454429626465,309.27443504333496
A Reputation Management Framework for Knowledge-Based and Probabilistic Blockchains.pdf,1594455740817.788,1594455740944.4604,1594455741273.4553,328.9949893951416,455.66725730895996
A Response to the United Nations CITES Blockchain Challenge Incremental and Integrative PoA-based Permit Exchange.pdf,1594455743426.1064,1594455743458.0667,1594455743886.0696,428.00283432006836,459.9630832672119
A Review on Benefits of IoT Integrated Blockchain based Supply Chain Management Implementations across Different Sectors with Case Study.pdf,1594455746033.9666,1594455746602.8354,1594455746776.8357,174.00026321411133,742.8691387176514
A Scalable and Extensible Blockchain Architecture.pdf,1594455748957.1074,1594455749068.5356,1594455749218.5007,149.9652862548828,261.39330863952637
A Security Reference Architecture for Blockchains.pdf,1594455751314.7812,1594455751343.683,1594455751696.6738,352.99086570739746,381.8926811218262
A Small Java Application for Learning Blockchain.pdf,1594455753816.6267,1594455753876.817,1594455754025.8176,149.0006446838379,209.19084548950195
A Study on Hybrid Blockchain-based XGS (XOR Global State) Injection Technology for Efficient Contents Modification and Deletion.pdf,1594455756195.9011,1594455756235.762,1594455756396.913,161.15117073059082,201.01189613342285
A Theoretical Model for Fork Analysis in the Bitcoin Network.pdf,1594455758620.024,1594455758709.5906,1594455758907.5803,197.98970222473145,287.55640983581543
A Vademecum on Blockchain Technologies- When| Which| and How.pdf,1594455761043.8684,1594455761699.2966,1594455767715.9468,6016.649961471558,6672.078371047974
A Video Surveillance System Based on Permissioned Blockchains and Edge Computing.pdf,1594455769825.7761,1594455769915.553,1594455770405.5234,489.97044563293457,579.7474384307861
Access Control for Electronic Health Records with Hybrid Blockchain-Edge Architecture.pdf,1594455772565.9775,1594455772725.8823,1594455773120.954,395.07174491882324,554.9764633178711
Adaptation of Proof-of-Stake-based Blockchains for IoT Data Streams.pdf,1594455775250.6377,1594455775297.6252,1594455775343.0686,45.44329643249512,92.43083000183105
AI Blockchain Platform for Trusting News.pdf,1594455777498.0667,1594455777562.2012,1594455777983.1694,420.96829414367676,485.10289192199707
Air Gapped Wallet Schemes and Private Key Leakage in Permissioned Blockchain Platforms.pdf,1594455780169.856,1594455780195.0957,1594455780286.1167,91.02082252502441,116.26052856445312
Airdrops and Privacy A Case Study in Cross-Blockchain Analysis.pdf,1594455782453.8433,1594455782580.6265,1594455782732.6292,152.00257301330566,278.78570556640625
An Access Control Model and Its Application in Blockchain.pdf,1594455784822.4314,1594455784881.443,1594455785036.406,154.96301651000977,213.9747142791748
An Efficient Miner Strategy for Selecting Cryptocurrency Transactions.pdf,1594455787229.6682,1594455787347.549,1594455787566.5503,219.00129318237305,336.8821144104004
Analysis of Data Management in Blockchain-Based Systems- From Architecture to Governance.pdf,1594455789773.5947,1594455791188.2195,1594455791559.2192,370.999813079834,1785.6247425079346
Analysis of the Possibilities for Improvement of BlockChain Technology.pdf,1594455793778.18,1594455793832.6077,1594455794054.5771,221.9693660736084,276.3972282409668
ArtChain- Blockchain-Enabled Platform for Art Marketplace.pdf,1594455796242.502,1594455796338.0305,1594455796607.0017,268.97120475769043,364.4998073577881
Attack Surface Analysis of Permissioned Blockchain Platforms for Smart Cities.pdf,1594455798809.858,1594455798866.0696,1594455798994.033,127.96330451965332,184.1750144958496
Aurora- a robust and trustless verification and synchronization algorithm for distributed ledgers.pdf,1594455801077.071,1594455801170.0183,1594455801381.9858,211.96770668029785,304.9149513244629
Automatic Information Disclosure with Value Chains Based on Blockchain Technology.pdf,1594455803616.36,1594455804550.7358,1594455804768.7124,217.97657012939453,1152.3523330688477
BeaconBlocks Augmenting Proof-of-Stake with.pdf,1594455806908.3425,1594455806970.7512,1594455807557.6892,586.9379043579102,649.3465900421143
Bitcoin Blockchain Transactions Visualization.pdf,1594455809738.5298,1594455809881.9644,1594455810358.965,477.0007133483887,620.4354763031006
Bitcoin Mining with Transaction Fees A Game on the Block Size.pdf,1594455812551.0662,1594455814528.341,1594455815218.343,690.0019645690918,2667.2768592834473
Bitcoin Options Pricing Using LSTM-Based Prediction Model and Blockchain Statistics.pdf,1594455817326.2725,1594455817603.717,1594455818135.7188,532.0017337799072,809.4463348388672
BlendMAS- A Blockchain-Enabled Decentralized Microservices Architecture for Smart Public Safety.pdf,1594455820313.7114,1594455820434.2163,1594455820600.2166,166.0003662109375,286.50522232055664
Blockchain Access Privacy- Challenges and Directions.pdf,1594455822738.1743,1594455823117.145,1594455823400.1472,283.0021381378174,661.9727611541748
Blockchain and the Internet of Things in the Industrial Sector.pdf,1594455825662.554,1594455825710.404,1594455825775.375,64.97073173522949,112.82086372375488
Blockchain Art and Blockchain Facilitated Art Economy- Two Ways in Which Art and Blockchain Collide.pdf,1594455827876.9011,1594455828005.939,1594455828114.9265,108.98756980895996,238.02542686462402
Blockchain Based Aadhaar.pdf,1594455830274.0767,1594455830318.2847,1594455830511.2842,192.99936294555664,237.20741271972656
Blockchain Dividing Based on Node Community Clustering in Intelligent Manufacturing CPS.pdf,1594455832752.8374,1594455832795.766,1594455833555.7373,759.9711418151855,802.8998374938965
Blockchain Enabled Distributed Data Management - A Vision.pdf,1594455835710.3909,1594455835741.8945,1594455835860.8652,118.97087097167969,150.47454833984375
Blockchain Explorer based on RPC-based Monitoring System.pdf,1594455838049.9788,1594455838063.7205,1594455838126.6904,62.96992301940918,76.71165466308594
Blockchain Games A Survey.pdf,1594455840267.0745,1594455840500.9055,1594455840659.901,158.9953899383545,392.8265571594238
Blockchain Implementation Assessment Framework| Case Study of IoT LPWA Licensing in Indonesia.pdf,1594455842856.6318,1594455842920.838,1594455843083.811,162.97316551208496,227.17928886413574
Blockchain Implementation for Analysis of Carbon Footprint across Food Supply Chain.pdf,1594455845265.989,1594455845407.3586,1594455846199.346,791.9871807098389,933.356761932373
Blockchain IoT (BIoT)- A New Direction for Solving Internet of Things Security and Trust Issues.pdf,1594455848338.0854,1594455848490.1091,1594455848593.0732,102.96392440795898,254.9877166748047
Blockchain Platform for Internet of Things.pdf,1594455850803.1685,1594455850984.4014,1594455851165.402,181.0007095336914,362.23363876342773
Blockchain Privacy Protection Scheme Based on Aggregate Signature.pdf,1594455853286.485,1594455853824.2124,1594455854151.1843,326.97200775146484,864.699125289917
Blockchain Technologies- The Foreseeable Impact on Society and Industry.pdf,1594455856345.308,1594455856904.4224,1594455857693.425,789.0026569366455,1348.1168746948242
Blockchain Technology Applied in Health The Study of Blockchain Application in the Health System (II).pdf,1594455859832.801,1594455859881.8022,1594455859997.8027,116.00041389465332,165.00163078308105
Blockchain Technology for e-Marketplace.pdf,1594455862096.7048,1594455862118.2803,1594455862177.6985,59.4182014465332,80.99365234375
Blockchain Technology Practical P2P Computing (Tutorial).pdf,1594455864280.587,1594455864290.1638,1594455864353.1333,62.96944618225098,72.54624366760254
Blockchain-Based Charging Coordination Mechanism for Smart Grid Energy Storage Units.pdf,1594455866579.0574,1594455866667.785,1594455866900.748,232.96308517456055,321.69055938720703
Blockchain-based e-Vote-as-a-Service.pdf,1594455869092.9875,1594455869117.818,1594455869247.7878,129.96983528137207,154.8004150390625
Blockchain-Based Intelligent Network Management for 5G and Beyond.pdf,1594455871358.798,1594455871383.7273,1594455871591.6997,207.97228813171387,232.90157318115234
Blockchain-Based Management of Video Surveillance Systems.pdf,1594455873772.6692,1594455873798.176,1594455873867.1763,69.000244140625,94.50721740722656
Blockchain-Based Privacy-Preserving.pdf,1594455876015.9202,1594455876035.898,1594455876198.8748,162.97674179077148,182.9545497894287
Blockchain-Based Real Estate Market- One Method for Applying Blockchain Technology in Commercial Real Estate Market.pdf,1594455878296.2856,1594455878384.6853,1594455878815.6514,430.9661388397217,519.3657875061035
Blockchain-based secure distributed control for software defined optical networking.pdf,1594455881023.3787,1594455881181.5723,1594455881928.6487,747.0765113830566,905.2700996398926
Blockchain-inspired Framework for Runtime Verification of IoT Ecosystem Task Fulfillment.pdf,1594455884134.1523,1594455884207.6455,1594455884577.6458,370.00036239624023,443.4933662414551
Blockchain’s Future Role in Cybersecurity.Analysis of Defensive and Offensive Potential Leveraging Blockchain-Based Platforms.pdf,1594455886746.3396,1594455886801.481,1594455887086.4504,284.9693298339844,340.11077880859375
BlockIPFS - Blockchain-Enabled Interplanetary File System for Forensic and Trusted Data Traceability.pdf,1594455889242.9622,1594455889373.1265,1594455889643.0894,269.9627876281738,400.1271724700928
BlockSIM- A practical simulation tool for optimal network design| stability and planning.pdf,1594455891842.2905,1594455891867.4763,1594455892029.4766,162.0004177093506,187.18600273132324
BlockSim- Blockchain Simulator.pdf,1594455894190.0125,1594455894291.627,1594455894465.597,173.96998405456543,275.58445930480957
BlockV- A Blockchain Enabled Peer-Peer Ride Sharing Service.pdf,1594455896692.3608,1594455897682.2456,1594455898044.2458,362.0004653930664,1351.8850803375244
BlockZoom- Large-Scale Blockchain Testbed.pdf,1594455900179.0972,1594455900194.2495,1594455900268.2515,74.00178909301758,89.15424346923828
BoR- Toward High-Performance Permissioned Blockchain in RDMA-Enabled Network.pdf,1594455902400.9395,1594455902808.605,1594455907907.055,5098.449945449829,5506.115436553955
Cascading Machine Learning to Attack Bitcoin Anonymity.pdf,1594455910063.069,1594455910113.2224,1594455910809.2258,696.0034370422363,746.1566925048828
ChainSplitter- Towards Blockchain-Based Industrial IoT Architecture for Supporting Hierarchical Storage.pdf,1594455912940.575,1594455913016.1062,1594455913256.0764,239.97020721435547,315.50145149230957
Contract-based Approach for Security Deposit in Blockchain Networks with Shards.pdf,1594455915437.4102,1594455915488.1836,1594455915797.1838,309.00025367736816,359.7736358642578
Converging Blockchain and Machine Learning for Healthcare.pdf,1594455917894.6692,1594455917909.247,1594455918018.2466,108.99949073791504,123.57735633850098
Cybersecurity in the Blockchain Era.pdf,1594455920129.0742,1594455920368.4094,1594455920881.3762,512.9668712615967,752.3019313812256
DaiMoN A Decentralized Artificial Intelligence Model Network.pdf,1594455923098.3296,1594455923156.0278,1594455927697.1323,4541.104555130005,4598.802804946899
Data Mining-based Ethereum Fraud Detection.pdf,1594455929838.1553,1594455929886.0166,1594455930097.0159,210.9992504119873,258.86058807373047
Decentralized and Collaborative AI on Blockchain.pdf,1594455932288.5496,1594455932329.3147,1594455932617.3147,287.99986839294434,328.7649154663086
Demo Abstract An Interoperable Avatar Framework.pdf,1594455934741.7437,1594455934840.5928,1594455934895.59,54.99720573425293,153.84650230407715
Demo Blockchain for the Simplification and Automation of KYC Result Sharing.pdf,1594455937088.2876,1594455937099.6624,1594455937160.3945,60.732126235961914,72.10683822631836
Design of Anomaly Detection and Visualization Tool for IoT Blockchain.pdf,1594455939326.4155,1594455939363.0042,1594455939493.006,130.00178337097168,166.59045219421387
Detection of Blockchain Transactions Used in Blockchain Mixer of Coin Join Type.pdf,1594455941612.8489,1594455941746.2332,1594455941877.2346,131.00147247314453,264.3857002258301
Detection of Tampered Images Using Blockchain Technology.pdf,1594455944063.663,1594455944079.6,1594455944196.5776,116.97745323181152,132.91454315185547
Deterministic Sub-Wallet for Cryptocurrencies.pdf,1594455946311.2222,1594455947344.5703,1594455947698.5698,353.99937629699707,1387.34769821167
Develop Leave Application using Blockchain Smart Contract.pdf,1594455949829.0771,1594455949865.3962,1594455949935.2522,69.85592842102051,106.17494583129883
Deviant A Mutation Testing Tool for Solidity Smart Contracts.pdf,1594455952122.2773,1594455952209.5176,1594455952406.5151,196.99764251708984,284.2378616333008
Distributed Authority Management Method Based on Blockchains.pdf,1594455954637.6104,1594455954667.5552,1594455954847.5752,180.02009391784668,209.96475219726562
Economic Analysis of Blockchain Technology on Digital Platform Market.pdf,1594455957001.313,1594455957122.6052,1594455959027.7,1905.0946235656738,2026.3869762420654
Edge Computing and Caching based Blockchain IoT Network.pdf,1594455961231.4355,1594455961492.3936,1594455961573.3948,81.00128173828125,341.95923805236816
EduCoin a Secure and Efficient Payment Solution for MOOC Environment.pdf,1594455963746.4436,1594455963786.2598,1594455964097.2874,311.02776527404785,350.8439064025879
Effective Scheme against 51% Attack on Proof-of-Work Blockchain with History Weighted Information.pdf,1594455966296.4375,1594455966318.2925,1594455966468.2942,150.00176429748535,171.85664176940918
Endorsement in Hyperledger Fabric.pdf,1594455968624.2832,1594455968673.3347,1594455968895.3418,222.00703620910645,271.0585594177246
Energy Comparison of Blockchain Platforms for Internet of Things.pdf,1594455971046.463,1594455971066.4573,1594455971206.4575,140.0003433227539,159.99460220336914
Enhancing Blockchain Traceability with DAG-Based Tokens.pdf,1594455973345.5586,1594455973456.2964,1594455973997.973,541.6765213012695,652.4143218994141
Ensuring Genuineness for Selectively Disclosed Confidential Data Using Distributed Ledgers Applications to Rail Wayside Monitoring.pdf,1594455976191.1018,1594455976300.521,1594455976589.54,289.0191078186035,398.4382152557373
EUREKA - A Minimal Operational Prototype of a Blockchain-based Rating and Publishing System.pdf,1594455978764.3408,1594455978789.3936,1594455978931.3918,141.998291015625,167.0510768890381
Evaluating the Impact of Network Latency on the Safety of Blockchain Transactions.pdf,1594455981065.7483,1594455981173.1377,1594455983930.2488,2757.111072540283,2864.5005226135254
E^2 C-Chain- A Two-Stage Incentive Education Employment and Skill Certification Blockchain.pdf,1594455986103.9006,1594455986273.852,1594455988722.8262,2448.974132537842,2618.9255714416504
FastChain- Scaling Blockchain System with Informed Neighbor Selection.pdf,1594455990932.3179,1594455991036.6777,1594455991371.6775,334.99956130981445,439.3594264984131
Fork Rate-based Analysis of the Longest Chain Growth Time Interval of a PoW Blockchain.pdf,1594455993511.2727,1594455993602.7004,1594455993847.6714,244.97103691101074,336.3988399505615
Formal Verification of Smart Contracts using Interface Automata.pdf,1594455995948.7559,1594455995988.6233,1594455996175.5935,186.97023391723633,226.8376350402832
From Oracles to Trustworthy Data On-chaining Systems.pdf,1594455998371.565,1594455998475.5674,1594455998681.5322,205.9648036956787,309.9672794342041
Graph-Based Computing Resource Allocation for Mobile Blockchain.pdf,1594456000869.055,1594456000892.2104,1594456000993.2104,101.00007057189941,124.15552139282227
Groupchain Towards a Scalable Public Blockchain in Fog Computing of IoT Services Computing.pdf,1594456003162.5608,1594456003742.886,1594456004121.8865,379.0004253387451,959.3257904052734
HaBiTs Blockchain-based Telesurgery Framework for Healthcare 4.0.pdf,1594456006352.6086,1594456006495.7476,1594456006707.8032,212.05568313598633,355.1945686340332
How Much Blockchain Do You Need Towards a Concept for Building Hybrid DApp Architectures.pdf,1594456008899.5486,1594456009018.0205,1594456009171.0212,153.0005931854248,271.472692489624
Hybrid Blockchain Design for Privacy Preserving Crowdsourcing Platform.pdf,1594456011356.8274,1594456011394.5696,1594456011681.539,286.9694232940674,324.71156120300293
IBFT Liveness Analysis.pdf,1594456013823.7332,1594456013848.9324,1594456014106.9333,258.00108909606934,283.2002639770508
Initial Public Offering (IPO) on Permissioned Blockchain Using Secure Multiparty Computation.pdf,1594456016282.046,1594456016415.4175,1594456016641.3867,225.9693145751953,359.3409061431885
Integration of Blockchain and IoT in Satellite Monitoring Process.pdf,1594456018807.851,1594456019416.4954,1594456019760.4595,343.9640998840332,952.6083469390869
Integration of Blockchains with Management Information Systems.pdf,1594456021944.6594,1594456022365.92,1594456022510.9197,144.99974250793457,566.2600994110107
Integration of Fog Computing and Blockchain Technology Using the Plasma Framework.pdf,1594456024696.7964,1594456024717.8882,1594456025071.8906,354.0024757385254,375.0941753387451
Internet of Things based Blockchain Key Management.pdf,1594456027264.072,1594456027512.67,1594456027705.6724,193.00246238708496,441.6003227233887
Lockless Transaction Isolation in Hyperledger Fabric.pdf,1594456029877.5955,1594456029926.3606,1594456030109.361,183.0005645751953,231.7657470703125
Medusa Blockchain Powered Log Storage System.pdf,1594456032234.1807,1594456032295.0623,1594456032596.6052,301.5429973602295,362.4246120452881
Micro-Accreditation for Matching Employer e-Hire Needs.pdf,1594456034773.2556,1594456034874.541,1594456035118.5044,243.96324157714844,345.2486991882324
Modeling of Blockchain Based Systems Using Queuing Theory Simulation.pdf,1594456037288.8354,1594456037994.5947,1594456038325.596,331.00104331970215,1036.7603302001953
NEO Smart Contract for Drought-Based Insurance.pdf,1594456040433.9985,1594456040463.3193,1594456040629.327,166.00751876831055,195.3282356262207
New Mathematical Model to Analyze Security of Sharding-Based Blockchain Protocols.pdf,1594456042720.7412,1594456043599.9478,1594456043889.9485,290.00091552734375,1169.2073345184326
Next Generation Blockchain Network (NGBN).pdf,1594456046043.3076,1594456046134.6318,1594456046277.6038,142.97199249267578,234.29632186889648
NutBaaS- A Blockchain-as-a-Service Platform.pdf,1594456048371.3884,1594456049329.0278,1594456049601.0327,272.0048427581787,1229.6442985534668
oDAG- An Efficient and Compacted DAG-Based Blockchain Protocol.pdf,1594456051796.5486,1594456052095.676,1594456052314.677,219.00105476379395,518.1283950805664
On Comparing Software Quality Metrics of Traditional vs Blockchain-Oriented Software An Empirical Study.pdf,1594456054462.7078,1594456054603.822,1594456054746.8313,143.00918579101562,284.12342071533203
On forks and fork characteristics in a Bitcoin-like.pdf,1594456056944.5725,1594456057017.0015,1594456057615.0032,598.0017185211182,670.4306602478027
On Sharding Permissioned Blockchains.pdf,1594456059763.797,1594456059814.7715,1594456059942.7705,127.99906730651855,178.97343635559082
OpBench- A CPU Performance Benchmark for Ethereum Smart Contract Operation Code.pdf,1594456062055.062,1594456062095.2424,1594456062465.263,370.02038955688477,410.200834274292
Optimizing RocksDB for Better Read Throughput in Blockchain Systems.pdf,1594456064618.5828,1594456064886.389,1594456065008.391,122.00212478637695,389.80841636657715
Ownership Preserving AI Market Places Using Blockchain.pdf,1594456067208.4197,1594456068430.0554,1594456068697.0571,267.0018672943115,1488.6376857757568
Performance Analysis of a Hyperledger Fabric Blockchain Framework- Throughput| Latency and Scalability.pdf,1594456070874.0813,1594456071034.4968,1594456071161.4976,127.00080871582031,287.4162197113037
Performance Analysis of the Libra Blockchain- An Experimental Study.pdf,1594456073301.1016,1594456073359.7043,1594456074269.6729,909.9686145782471,968.5711860656738
Privacy-Preserving and Efficient Multi-Keyword Search over Encrypted Data on Blockchain.pdf,1594456076380.7205,1594456076416.5522,1594456076681.5547,265.0024890899658,300.83441734313965
Privacy-Protected Blockchain System.pdf,1594456078885.2424,1594456078922.012,1594456079152.0327,230.02076148986816,266.79015159606934
Probabilistic Blockchains A Blockchain Paradigm for Collaborative Decision-Making.pdf,1594456081303.5518,1594456082088.5398,1594456082827.54,739.0000820159912,1523.9882469177246
Process-Based Composition of Permissioned and Permissionless Blockchain Smart Contracts.pdf,1594456084994.4744,1594456085067.66,1594456085616.6255,548.9656925201416,622.1511363983154
Proof-of-Property - A Lightweight and Scalable Blockchain Protocol.pdf,1594456087854.4072,1594456087903.0376,1594456088575.7412,672.703742980957,721.3339805603027
Properties of the Tangle for uniform random and random walk tip selection.pdf,1594456090766.0754,1594456090918.4485,1594456097167.8733,6249.424934387207,6401.7980098724365
Proteus- A Scalable BFT Consensus Protocol for Blockchains.pdf,1594456099407.6748,1594456099430.0435,1594456099639.018,208.97459983825684,231.34326934814453
Prototype of Blockchain in Dental care service application based on Hyperledger Composer in Hyperledger Fabric framework.pdf,1594456101803.625,1594456101923.138,1594456102108.1042,184.9663257598877,304.47912216186523
Proximity Neighbor Selection in Blockchain Networks.pdf,1594456104250.152,1594456104353.1956,1594456104786.197,433.0012798309326,536.0448360443115
Puncturable Signatures and Applications in Proof-of-Stake Blockchain Protocols.pdf,1594456106984.5183,1594456107634.4873,1594456108202.8516,568.364143371582,1218.3332443237305
Punishment not Reward- Disincentivising Blockchain Application Misbehaviour.pdf,1594456110367.9353,1594456110382.3586,1594456110477.0237,94.6650505065918,109.08818244934082
Remote Configuration of Integrated Circuit Features and Firmware Management via Smart Contract.pdf,1594456112559.1006,1594456112668.882,1594456112846.8472,177.9649257659912,287.7464294433594
Reputation-based Byzantine Fault-Tolerance for Consortium Blockchain.pdf,1594456115008.597,1594456115073.396,1594456115426.3608,352.9648780822754,417.76394844055176
Research on Government Information Sharing Model Using Blockchain Technology.pdf,1594456117646.7402,1594456117690.3481,1594456117801.3506,111.00244522094727,154.61039543151855
Research on Modify Protection of Metrology Electronic Certificate Based on Blockchain Technology.pdf,1594456119904.3706,1594456119927.28,1594456120290.2883,363.0082607269287,385.91766357421875
Review of Blockchain Technology Vulnerabilities and Blockchain-System Attacks.pdf,1594456122450.6548,1594456122481.3125,1594456122746.321,265.00844955444336,295.6662178039551
RobustPay- Robust Payment Routing Protocol in Blockchain-based Payment Channel Networks.pdf,1594456124912.6248,1594456124939.7603,1594456125149.7795,210.01935005187988,237.15472221374512
RSP Consensus Algorithm for Blockchain.pdf,1594456127389.6382,1594456127443.624,1594456127548.624,105.00001907348633,158.98585319519043
Scalable Blockchain-based Architecture for Massive IoT Reconfiguration .pdf,1594456129631.1694,1594456129673.2043,1594456129872.1948,198.9903450012207,241.02544784545898
Scalable distributed random number generation based on homomorphic encryption.pdf,1594456132054.4734,1594456132098.917,1594456132359.9233,261.00635528564453,305.4499626159668
Scalable Privacy-Preserving Query Processing over Ethereum Blockchain.pdf,1594456134487.9478,1594456134526.9485,1594456134848.9724,322.023868560791,361.0246181488037
Scaling Blockchains- A Comprehensive Survey.pdf,1594456137020.9365,1594456137207.4722,1594456137855.4712,647.9990482330322,834.5346450805664
Section-Blockchain- A Storage Reduced Blockchain Protocol| the Foundation of an Autotrophic Decentralized Storage Architecture.pdf,1594456140028.047,1594456140452.9924,1594456144050.077,3597.0845222473145,4022.0298767089844
Security Management and Visualization in a Blockchain-based Collaborative Defense.pdf,1594456146251.6343,1594456146276.873,1594456146635.881,359.0080738067627,384.246826171875
Segment Blockchain A Size Reduced Storage.pdf,1594456148836.4993,1594456150407.0981,1594456150690.0647,282.96661376953125,1853.5654544830322
Simulating a Blockchain Network with SimBlock.pdf,1594456152849.9016,1594456152875.343,1594456153186.3098,310.96673011779785,336.4081382751465
Smart Blockchain Badges for Data Science Education.pdf,1594456155424.331,1594456155466.9067,1594456155658.9182,192.01135635375977,234.5871925354004
Smart Contract Defense through Bytecode Rewriting.pdf,1594456157847.792,1594456157881.9304,1594456158120.94,239.00961875915527,273.1480598449707
Smart Contract-based Secured Business-to-Consumer Supply Chain Systems.pdf,1594456160290.778,1594456160375.1694,1594456160703.2664,328.096866607666,412.4882221221924
SSP- Self-Sovereign Privacy for Internet of Things using Blockchain and MPC.pdf,1594456162917.1958,1594456162979.04,1594456163203.0405,224.0004539489746,285.8448028564453
Tackling Data Inefficiency- Compressing the Bitcoin Blockchain.pdf,1594456165367.0935,1594456165411.464,1594456167016.8096,1605.3452491760254,1649.7159004211426
Teaching Blockchain for Business.pdf,1594456169139.8257,1594456169177.363,1594456169375.373,198.01020622253418,235.54754257202148
TendrilStaller Block Delay Attack in Bitcoin.pdf,1594456171518.8447,1594456173721.289,1594456174289.624,568.3348178863525,2770.7793712615967
The Design of a Mobile Number Portability System on a Permissioned Private Blockchain Platform.pdf,1594456176464.4163,1594456176493.838,1594456176687.8455,194.00763511657715,223.42920303344727
Token-based Sharing Control for IPFS.pdf,1594456178901.3665,1594456179010.7495,1594456179310.721,299.971342086792,409.35444831848145
Toward a Decentralized Marketplace for Self-Maintaining Machines.pdf,1594456181468.7642,1594456181646.7708,1594456181942.7349,295.96424102783203,473.970890045166
